id,latitude,longitude,issues,parking_duration,parking_time,comments
498,43.64123128369588,-79.41973533411254,['not_provided'],['hours'],2018-06-18T12:45:03.000Z,
510,43.6392603,-79.3808429,['damaged'],['hours'],2018-06-20T00:14:55.000Z,
520,43.639668908471116,-79.38107828606331,['other'],['multiday'],2018-06-20T00:54:39.000Z,
531,43.698479999999996,-79.30147349999999,['other'],['multiday'],2018-06-20T16:25:34.000Z,
542,43.6529123,-79.38368650000001,['other'],['hours'],2018-06-21T23:17:19.000Z,
552,43.6580617,-79.3864974,['other'],['hours'],2018-06-25T23:43:46.000Z,
561,43.639730349898485,-79.38125975214507,['damaged'],['hours'],2018-06-27T00:15:38.000Z,
570,43.65289197249987,-79.37070455332031,['not_provided'],['hours'],2018-06-26T14:07:00.000Z,Great application.  Easy to use.  
579,43.648415385127265,-79.39251435918982,['not_provided'],['hours'],2018-06-27T15:48:33.000Z,
587,43.6564203,-79.38343499999996,['other'],['overnight'],2018-06-28T20:03:06.000Z,
594,43.6611353810355,-79.43001355905761,['damaged'],['multiday'],2018-06-29T15:59:49.000Z,Broken post and ring at 990 Bloor Street West.
600,43.68175252937642,-79.42609485168686,['damaged'],['hours'],2018-06-29T22:51:37.000Z,"several bikes outside the Subway sandwich shop have been abandoned and are in a state of disrepair, taking up the side walk and stopping people from actually using the locks"
619,43.6708479,-79.38811550000003,['not_provided'],['hours'],2018-07-04T22:56:05.000Z,test
624,43.6580617,-79.3864974,['not_provided'],['minutes'],2018-07-05T17:02:48.000Z,
629,43.64882080618552,-79.37176760086663,"['full', 'not_provided']",['hours'],2018-07-05T23:23:00.000Z,Shortage of parking outside St Lawrence market. 
632,43.692984599999996,-79.3024982,['damaged'],['hours'],2018-07-07T19:44:11.000Z,
636,43.6580617,-79.3864974,"['damaged', 'damaged', 'full']",['minutes'],2018-07-08T20:44:27.000Z,
644,43.6639729,-79.4167488,"['full', 'damaged']",['hours'],2018-07-11T22:18:47.000Z,"There is some parking between manning and Clinton, but clearly not enough. Ring and posts are full and bikes are locked to various other structures. "
652,43.71296062891945,-79.22859039087524,['not_provided'],['hours'],2018-07-08T17:35:00.000Z,"There seems to be no biking parking at all at the beach by the Scarborough bluffs, we had to lock our bikes to trees/sign posts."
654,43.661993034154044,-79.40188523311843,['full'],['hours'],2018-07-13T00:45:00.000Z,
1359,43.67179036316631,-79.38711675974412,['full'],['hours'],2019-06-05T23:00:29.000Z,I'm fucking pissed there wasn't parking.
1401,43.604781205579336,-79.51438303420389,['not_provided'],['hours'],2019-07-28T20:22:26.000Z,
397,43.65304026237936,-79.37120299166565,['not_provided'],['hours'],2018-06-06T19:41:28.000Z,
436,43.76810273401365,-79.41301456984576,['not_provided'],['hours'],2018-06-10T20:09:00.000Z,
488,43.648495560969074,-79.37345115307431,['not_provided'],['hours'],2018-06-15T00:30:00.000Z,
499,43.647636377729555,-79.37279892656773,['not_provided'],['overnight'],2018-06-18T13:43:39.000Z,
511,43.6393284,-79.38106970000001,['damaged'],['minutes'],2018-06-20T00:12:33.000Z,
521,43.6395299,-79.38109229999998,['damaged'],['minutes'],2018-06-20T00:40:26.000Z,
543,43.6584186,-79.48162680000002,[],['hours'],2018-06-21T23:32:00.000Z,
553,43.6580617,-79.3864974,['other'],['hours'],2018-06-25T23:43:46.000Z,
562,43.6707306,-79.374505,"['not_provided', 'other']",['hours'],2018-06-27T01:43:34.000Z,asgsadg
571,43.693142699999996,-79.30233120000003,['other'],['hours'],2018-06-27T12:12:55.000Z,
580,43.64853598438529,-79.39263483072989,['other'],['hours'],2018-06-27T17:41:08.000Z,
588,43.650401681674765,-79.39678218711555,['full'],['minutes'],2018-06-21T20:28:00.000Z,very popular spot and posts in front of CSI Spadina are at capacity
595,43.6544133,-79.38852589999999,['not_provided'],['hours'],2018-06-29T16:09:27.000Z,The owners of the parking garage at 438 University should be lobbied to restore their secure bike locker for the tenants in the building above.
601,43.66115674856726,-79.41326200962067,['full'],['minutes'],2018-06-29T23:05:01.000Z,
607,43.655713261819855,-79.38308908184814,['other'],['hours'],2018-06-29T00:00:00.000Z,Need more secure options around this area. It's crawling with junkies and thieves that will steal anything off your bike :(
614,43.647305162185226,-79.36151877834288,['full'],['hours'],2018-07-03T23:05:30.000Z,
620,43.692984599999996,-79.3024982,['other'],['hours'],2018-07-05T04:32:21.000Z,
625,43.6580617,-79.3864974,['not_provided'],['minutes'],2018-07-05T17:03:32.000Z,
630,43.6580617,-79.3864974,['damaged'],['minutes'],2018-07-06T14:31:17.000Z,
633,43.6799055,-79.34501119999999,['not_provided'],['hours'],2018-07-07T21:53:46.000Z,
637,43.6657913,-79.4206001,['full'],['minutes'],2018-07-08T21:25:20.000Z,Christie pits public pool
651,43.653148140648774,-79.3978270508789,['full'],['minutes'],2018-07-05T21:00:00.000Z,Was trying to park on the east side of Spadina north of Dundas. There are only a few ring and posts near the intersection. I wound up walking a while north to find something. 
655,43.6663814,-79.37235989999999,['not_provided'],['hours'],2018-07-13T19:53:57.000Z,Kendall and spading. No Post & Rings near the alliance francaise. TV 
398,43.6695898,-79.40904369999998,['other'],['minutes'],2018-06-06T20:05:01.000Z,
424,43.4627162,-80.54405320000001,['damaged'],['multiday'],2018-06-09T17:49:21.000Z,
437,43.6155885,-79.55595360000001,['not_provided'],['minutes'],2018-06-11T15:32:12.000Z,
450,43.6398498,-79.3811121,['other'],['multiday'],2018-06-13T00:18:59.000Z,
1360,43.671871498871596,-79.38720232669584,['full'],['hours'],2019-06-05T23:24:15.000Z,There’s never enough bike parking here. 
1402,43.60416619310981,-79.51863683849729,['not_provided'],['hours'],2019-07-29T20:55:18.000Z,
500,43.65353145559479,-79.37130575529471,"['damaged', 'full']",['hours'],2018-06-18T19:17:55.000Z,
512,43.6580617,-79.3864974,['full'],['minutes'],2018-06-20T00:17:32.000Z,
522,43.6395299,-79.38109229999998,['damaged'],['minutes'],2018-06-20T00:40:26.000Z,
544,43.672202282171874,-79.46720724433595,['damaged'],['minutes'],2018-06-21T23:18:43.000Z,
563,43.67069980000001,-79.37455439999997,"['damaged', 'full']",['overnight'],2018-06-27T01:49:34.000Z,
572,43.693142699999996,-79.30233120000003,['damaged'],['multiday'],2018-06-27T12:14:03.000Z,
581,43.6580617,-79.3864974,['other'],['multiday'],2018-06-27T18:31:38.000Z,
596,43.6075033,-79.7034114,['full'],['hours'],2018-06-29T17:34:55.000Z,
602,43.653590610332316,-79.36761464853515,['not_provided'],['hours'],2018-06-29T23:42:56.000Z,
608,43.698479999999996,-79.30147349999999,['other'],['multiday'],2018-07-02T15:43:28.000Z,
138,43.6580617,-79.3864974,['damaged'],['minutes'],2018-04-01T01:08:03.301Z,
139,43.6580617,-79.3864974,['full'],['hours'],2018-04-01T01:10:27.009Z,
140,43.6580617,-79.3864974,['damaged'],['hours'],2018-04-01T00:46:30.484Z,
141,43.70643099999999,-79.398642,['not_provided'],['hours'],2018-04-01T01:41:29.130Z,
142,43.6580617,-79.3864974,['not_provided'],['overnight'],2018-04-01T01:52:33.835Z,
615,43.647230799999996,-79.36185160000002,['full'],['hours'],2018-07-04T00:51:51.000Z,
621,43.692984599999996,-79.3024982,['damaged'],['hours'],2018-07-05T05:05:14.000Z,
638,43.7043244,-79.3887901,['full'],['overnight'],2018-07-09T02:33:38.000Z,
372,43.646033599999996,-79.38889240000003,['other'],['multiday'],2018-06-04T19:58:32.000Z,
385,43.63960814480129,-79.3810830432393,['full'],['hours'],2018-06-05T22:42:34.000Z,
411,43.64841816812482,-79.39244805862648,['not_provided'],"['hours', 'multiday']",2018-06-07T19:36:54.000Z,
143,43.7659008,-79.41411049999999,"['damaged', 'other']",['minutes'],2018-04-03T21:13:03.935Z,
144,43.64853372120051,-79.39339872873836,['damaged'],['minutes'],2018-04-03T23:50:09.162Z,
145,43.7203738,-79.5991649,['not_provided'],['hours'],2018-04-05T18:42:06.958Z,
1361,43.6580617,-79.3864974,['other'],['minutes'],2019-06-06T12:36:28.000Z,
1403,43.650033099999995,-79.391594,['full'],['hours'],2019-07-31T00:08:19.000Z,
1497,43.64547128604762,-79.38110713806763,['not_provided'],['hours'],2020-05-31T18:03:00.000Z,absolutely no outdoor bike parking available at union station. One set of bike racks by Go entrance along York street full of abandoned bikes. There should be rings along Front street.
1438,43.64833510193005,-79.37979187746276,['not_provided'],['minutes'],2019-08-30T13:30:00.000Z,"Had an appointment in commerce court (199 Bay) and there are no bike racks or ring and post parking anywhere nearby along king or bay, or the courtyard in behind, (aside from a single ring and post on the north west corner of bay and Wellington, which has an abandoned bike locked to it). "
1496,43.67082814004674,-79.43241823713608,['not_provided'],['multiday'],2020-05-30T14:48:51.000Z,Between Dovercourt and Ossington along Geary ave there is not a single bike ring. Nor up any side street. The closest is west of dovercourt where there are 4 which are often full. There are many workplaces and some multi-unit housing in the area yet nowhere to put a bike. 
151,43.6580617,-79.3864974,"['not_provided', 'damaged', 'damaged']","['hours', 'hours', 'hours']",2018-04-10T23:45:59.941Z,
152,43.648366499999995,-79.3934455,['full'],['minutes'],2018-04-10T23:58:06.738Z,
1516,43.769753983924176,-79.18546315212478,['not_provided'],['hours'],2020-08-01T14:00:00.000Z,
1419,43.714399149141265,-79.35883846063842,['not_provided'],['minutes'],2019-08-03T16:35:00.000Z,No parking in front or back of this massive shopping plaza.  Parking lot hostile for cyclists.
155,43.6580617,-79.3864974,['not_provided'],['hours'],2018-04-11T00:05:36.629Z,
156,43.6487189,-79.3936122,['damaged'],['overnight'],2018-04-11T00:17:47.771Z,
157,43.648557904801365,-79.39335447625483,['full'],['minutes'],2018-04-11T00:05:33.212Z,
1469,43.665877964793054,-79.40741606038148,['damaged'],['hours'],2019-10-14T22:00:53.000Z,
1539,43.6580617,-79.3864974,['not_provided'],['minutes'],2021-05-09T21:18:03.000Z,
160,43.6483784,-79.3937297,[],"['hours', 'minutes', 'overnight', 'hours', 'multiday', 'multiday']",2018-04-11T00:04:31.800Z,
161,43.6487306,-79.3935893,['full'],"['multiday', 'minutes', 'minutes']",2018-04-11T00:28:40.396Z,
162,43.6487306,-79.3935893,['full'],"['multiday', 'minutes', 'minutes']",2018-04-11T00:28:40.396Z,
163,43.6487306,-79.3935893,['not_provided'],"['multiday', 'minutes', 'minutes', 'hours', 'multiday']",2018-04-11T00:28:40.396Z,
166,43.648538952265625,-79.39337119429518,['damaged'],"['hours', 'hours', 'hours']",2018-04-11T00:30:43.580Z,
1362,43.615899561071906,-79.55854264454427,['not_provided'],['minutes'],2019-05-30T18:30:00.000Z,"This big box plaza incl WalMart, Best Buy, Winners, Marks WW, Home Depot, McDonalds, plus several 'small-midsize' brands. The only bike parking I saw was a couple Ring+Post(?), near Best Buy. There's lots of retail traffic here. They could easily give up a (car) parking spot in a few places around plaza, to install some (multi-) bike racks, without impeding sidewalk space beside stores."
168,43.6289467,-79.3944199,['damaged'],['multiday'],2018-04-11T20:55:25.969Z,
169,43.6580617,-79.3864974,['full'],['hours'],2018-04-11T23:42:53.537Z,
1404,43.6580617,-79.3864974,['not_provided'],['minutes'],2019-07-31T20:00:00.000Z,No place to park a bike on the west side of Bay between Bloor and Yorkville....I had to lock my bike to a small tree...not the best option!
1439,43.70736646646447,-79.39504049114225,['damaged'],['hours'],2019-09-08T23:33:37.000Z,Yellow bike with basket on the front. The basket on the rear of the bike has turned into a garbage bin. Has been there for months.
1517,43.6532213,-79.42885,['damaged'],['overnight'],2020-08-02T01:36:00.000Z,Ring was very loose on the city bike stand outside 1000 College St. Which makes it easy for theft to occur.
1420,43.64482613123931,-79.41581853247112,['damaged'],['minutes'],2019-08-06T20:24:19.000Z,
1540,43.6795626,-79.3775294,['full'],['hours'],2021-05-11T22:36:10.000Z,
386,43.64418377533184,-79.39662295172798,"['not_provided', 'damaged']","['hours', 'multiday', 'overnight', 'minutes']",2018-06-05T23:05:24.000Z,
399,43.67071552824179,-79.37411319116245,['not_provided'],"['hours', 'multiday']",2018-06-06T23:58:28.000Z,
1470,43.657646430522284,-79.38140388508072,['not_provided'],['hours'],2019-10-15T20:14:41.000Z,There used to be a ring on this lamppost and 2 others next to it to allow the parking of bikes. The bike ring is gone now and I couldn't park my bike 
425,43.6707786,-79.3745313,['not_provided'],"['hours', 'multiday']",2018-06-09T20:21:54.000Z,
438,43.65061636596576,-79.39698699465578,['full'],['hours'],2018-06-11T16:28:15.000Z,
451,43.6398498,-79.3811121,['other'],['hours'],2018-06-13T00:19:15.000Z,
464,43.6534719,-79.38379309999999,['damaged'],['overnight'],2018-06-14T01:04:03.000Z,
477,43.6695594,-79.40915139999998,['damaged'],['hours'],2018-06-14T22:57:13.000Z,
513,43.65793268660807,-79.39048048038711,['other'],['overnight'],2018-06-20T00:23:40.000Z,
534,43.698479999999996,-79.30147349999999,['other'],['minutes'],2018-06-20T04:54:00.000Z,
545,43.6289467,-79.3944199,['other'],['multiday'],2018-06-21T23:34:46.000Z,
555,43.762487864682456,-79.41082423836025,"['full', 'not_provided']",['multiday'],2018-06-26T19:14:04.000Z,test
564,43.6707332,-79.37458199999998,['not_provided'],['multiday'],2018-06-27T02:25:47.000Z,dsgasdg
573,43.659380857089694,-79.38991378885498,['full'],['hours'],2018-06-20T19:00:00.000Z,
1363,43.615899561071906,-79.55854264454427,['not_provided'],['minutes'],2019-05-30T18:30:00.000Z,"This big box plaza incl WalMart, Best Buy, Winners, Marks WW, Home Depot, McDonalds, plus several 'small-midsize' brands. The only bike parking I saw was a couple Ring+Post(?), near Best Buy. There's lots of retail traffic here. They could easily give up a (car) parking spot in a few places around plaza, to install some (multi-) bike racks, without impeding sidewalk space beside stores."
387,43.6399045676717,-79.38075324435681,['not_provided'],"['hours', 'multiday']",2018-06-06T00:04:59.000Z,
1405,43.7135706,-79.36610830000001,['not_provided'],['hours'],2019-07-31T23:21:36.000Z,No nearby sufficient bike parking
1440,43.6864639705596,-79.32121779699554,['full'],['hours'],2019-09-11T12:40:00.000Z,"More bike parking is needed around Earl Beatty School. My kids ride to school most multiday and we always have trouble finding bike parking. Each lock up ring has 3-4 bikes locked up, and people are forced to lock bikes to trees and sign poles. People also tie up dogs to bike lock up rings making these spaces unusable at school drop off time - could dedicated dog tie up posts be erected? Or signs? Thank you for your time. Amanda Chai"
1471,43.64518614074817,-79.41843194459818,['not_provided'],['overnight'],2019-10-19T13:17:29.000Z,I live on Ossington and there is very limited bike rings. Entrance of my building is on Rebecca (off of Ossington). Suggesting bike rings be out there as there are many residents with bikes in my building.
1498,43.640912950864916,-79.39600314874878,['damaged'],['hours'],2020-06-05T14:30:50.000Z,This bike has been here since I moved to the neighborhood six months ago.
426,43.671007031579876,-79.38271024609378,['damaged'],['hours'],2018-06-09T20:25:00.000Z,
1518,43.6580617,-79.3864974,"['full', 'damaged']",['hours'],2020-08-03T04:01:32.000Z,
1425,43.6580617,-79.3864974,['not_provided'],['hours'],2019-08-13T13:02:55.000Z,No bike parking for a long stretch on Bathurst. I can’t pin the location but it’s around 3434 Bathurst st
1541,43.7122963,-79.7224277,['not_provided'],['minutes'],2021-06-03T18:00:37.000Z,
452,43.639492499999996,-79.38095909999998,['other'],['multiday'],2018-06-13T00:24:19.000Z,
478,43.67880585055542,-79.40913547514651,['full'],['overnight'],2018-06-14T23:27:42.000Z,
502,43.67017944389073,-79.39866065513843,"['not_provided', 'full']",['hours'],2018-06-18T23:16:57.000Z,
514,43.63904454999999,-79.37901466000011,['full'],['hours'],2018-06-20T00:28:05.000Z,
524,43.66973464241912,-79.3894156434082,['not_provided'],['minutes'],2018-06-20T13:22:23.000Z,
535,43.6464459,-79.39032359999999,['full'],['hours'],2018-06-20T21:43:08.000Z,
556,43.652510305070535,-79.38368694702967,['not_provided'],['hours'],2018-06-24T13:28:00.000Z,
565,43.6707332,-79.37458199999998,['damaged'],['overnight'],2018-06-27T02:28:34.000Z,
582,43.6647886,-79.34654469999998,['other'],['multiday'],2018-06-27T18:47:10.000Z,
1364,43.615899561071906,-79.55854264454427,['not_provided'],['minutes'],2019-05-30T18:30:00.000Z,"This big box plaza incl WalMart, Best Buy, Winners, Marks WW, Home Depot, McDonalds, plus several 'small-midsize' brands. The only bike parking I saw was a couple Ring+Post(?), near Best Buy. There's lots of retail traffic here. They could easily give up a (car) parking spot in a few places around plaza, to install some (multi-) bike racks, without impeding sidewalk space beside stores."
1406,43.71320372985328,-79.36638975088744,['full'],['hours'],2019-07-31T23:00:00.000Z,
1472,43.664719277065714,-79.41107101875349,['full'],['hours'],2019-10-19T16:44:19.000Z,
427,43.652137100000004,-79.41411049999999,['other'],['multiday'],2018-06-09T19:42:00.000Z,
1519,43.7365655,-79.255116,['not_provided'],['hours'],2020-08-06T05:41:04.000Z,
1427,43.6767271,-79.35577840000002,['damaged'],['minutes'],2019-08-15T22:56:40.000Z,"The post for the ring is loose (wiggles), as is the ring itself (wiggles against the post)."
1441,43.6676707,-79.38727919999997,['not_provided'],['hours'],2019-09-11T21:56:07.000Z,child dev
440,43.63111902622391,-79.3736321590332,[],['minutes'],2018-06-10T18:45:00.000Z,
453,43.639492499999996,-79.38095909999998,['other'],['hours'],2018-06-13T00:24:30.000Z,
466,43.6580617,-79.3864974,['full'],['hours'],2018-06-14T01:34:36.000Z,
479,43.67880585055542,-79.40913547514651,['full'],['overnight'],2018-06-14T23:27:42.000Z,
1499,43.65872702335385,-79.35044225070459,['damaged'],['hours'],2020-06-10T18:02:46.000Z,In front of 687 Queen St E
1542,43.74246083156616,-79.26120605249633,['not_provided'],['minutes'],2021-06-22T00:56:13.000Z,No bike parking in the plaza at Stansbury
1365,43.6154732159446,-79.52510707293112,['not_provided'],['minutes'],2019-06-03T21:30:00.000Z,"This is a WENDY'S fast food shop, plus Tim Hortons drive-thru. Quite busy. NO bike parking."
389,43.6296406,-79.38122440000001,"['damaged', 'other', 'full', 'not_provided']",['hours'],2018-06-06T01:50:28.000Z,
1442,43.685929901876904,-79.32133791115109,['full'],['hours'],2019-09-11T13:00:00.000Z,General comment - more bike rings needed around Earl Beatty school. They're often full! Thanks!
1500,43.66960808574634,-79.43452779380698,['not_provided'],['hours'],2020-06-21T21:16:51.000Z,This is a studio I work at and there are only 2 bike rings that all the tenants must share. As it is a work space most people are parked for hours. There appears to be space for a few more much needed rings
1520,43.7365708,-79.2551006,['not_provided'],['multiday'],2020-08-06T05:41:44.000Z,
1407,43.669242409202006,-79.41297360591977,['damaged'],['hours'],2019-07-15T14:46:09.000Z,
1433,43.6413483956209,-79.42268778117136,['damaged'],['minutes'],2019-08-20T21:04:39.000Z,
1473,43.6842927,-79.36632850000001,['full'],['minutes'],2019-10-20T17:58:54.000Z,
402,43.64862063237543,-79.39059218308103,['not_provided'],['minutes'],2018-06-07T18:29:31.000Z,
1543,43.75631819546213,-79.48908116598358,['not_provided'],['minutes'],2021-06-22T00:58:52.000Z,No parking for the plaza at Ashwarren & Keele (S.E.)
428,43.652137100000004,-79.41411049999999,['other'],['multiday'],2018-06-09T22:20:10.000Z,
441,43.63111902622391,-79.3736321590332,[],['minutes'],2018-06-10T18:45:00.000Z,
454,43.6660171,-79.40724720000003,['damaged'],['hours'],2018-06-13T00:24:37.000Z,
467,43.67047610431138,-79.39266999283916,"['not_provided', 'damaged']","['minutes', 'multiday']",2018-06-14T13:28:23.000Z,
480,43.6660171,-79.40724720000003,['full'],['hours'],2018-06-15T00:37:53.000Z,
503,43.646444714300515,-79.39985748310318,['not_provided'],['hours'],2018-06-19T13:28:00.000Z,
1366,43.66773147625187,-79.37199237699457,"['damaged', 'damaged']",['multiday'],2019-06-07T13:32:22.000Z,
390,43.6296406,-79.38122440000001,"['damaged', 'other', 'full', 'not_provided']",['hours'],2018-06-06T01:50:28.000Z,
403,43.66628073465379,-79.40520657738494,['damaged'],['multiday'],2018-06-07T19:05:47.000Z,
1443,43.673593867167966,-79.33062046412965,['full'],['minutes'],2019-09-07T19:00:00.000Z,"Not NEARLY enough bike rings outside Left Field Brewery! All the ones there were jammed full and people are locking to gas lines, phone/hydro poles, neighbours' garages..."
429,43.652137100000004,-79.41411049999999,['other'],['minutes'],2018-06-09T22:20:27.000Z,
442,43.63111902622391,-79.3736321590332,[],['minutes'],2018-06-10T18:45:00.000Z,
1474,43.670732799999996,-79.41406719999998,['full'],['minutes'],2019-10-30T17:22:50.000Z,Only post and ring parking available. All were fullThe actual time this occurred was Oct 22nd at 7:30pm
420,43.648739176563744,-79.38057863756069,['not_provided'],['hours'],2018-06-08T21:48:03.000Z,
1501,43.6695855993541,-79.43408572235371,"['not_provided', 'full']",['hours'],2020-06-11T21:21:18.000Z,
1521,43.5873853,-79.6420574,['not_provided'],['minutes'],2020-08-28T16:19:03.000Z,
1408,51.5317348,-0.1271248000000469,['full'],['hours'],2019-08-03T15:58:59.000Z,
1437,43.676009042678594,-79.40675449666122,['damaged'],['hours'],2019-08-30T12:42:50.000Z,
1544,43.65532940698333,-79.4134603061222,['damaged'],['minutes'],2021-07-06T20:20:00.000Z,Bike post appears to have been wrapped up with tape so as to prevent use. No indications that this is authorized.
481,43.6711159,-79.41411049999999,['full'],['hours'],2018-06-15T00:38:26.000Z,
1367,53.5162479,-113.4948334,['not_provided'],['hours'],2019-06-11T02:47:31.000Z,No parking outside Ohana donuts.
404,43.66817825862553,-79.3962640925293,['other'],['multiday'],2018-06-07T19:06:00.000Z,
1409,43.644848977257496,-79.3851585200656,['full'],['hours'],2019-08-02T16:00:00.000Z,"There's not enough bike parking at Simcoe and Front, and there's absolutely *none* right by the corner."
430,43.652137100000004,-79.41411049999999,['other'],['overnight'],2018-06-09T22:21:00.000Z,
443,43.64974415071037,-79.39785380154422,[],['overnight'],2018-06-11T19:55:37.000Z,
456,43.639492499999996,-79.38095909999998,['other'],['multiday'],2018-06-13T00:24:51.000Z,
